Transaction Date & Time,Transaction Amount,Transaction Type,Currency,Customer Age,Customer Occupation,Account Balance,Average Transaction Amount,Transaction Frequency,Account Tenure,Country of Origin,Country of Destination,Third-Party Involvement,Linked Accounts,PEP Status,Suspicious
2024-04-08 06:40:59,84236.67,Cash Deposit,GBP,51,Business Owner,624983.31,7334.44,4,29,USA,Nigeria,0,0,0,0
2024-09-26 17:49:47,7134.98,Wire Transfer,USD,31,Lawyer,67263.55,7964.1,54,14,Nigeria,China,0,1,0,0
2024-03-27 20:30:04,23140.69,Withdrawal,GBP,21,Doctor,818530.31,29032.15,18,22,UK,USA,1,1,1,0
2024-09-21 13:50:41,77079.98,Cash Deposit,NGN,23,Lawyer,239105.55,27835.34,51,13,USA,UK,1,0,0,1
2024-10-18 02:04:35,83522.28,Wire Transfer,USD,60,Teacher,138210.72,10511.23,23,23,Nigeria,China,1,0,0,0
2024-10-14 18:28:00,9377.27,Cash Deposit,USD,51,Business Owner,549985.94,25033.7,62,17,UK,China,1,1,1,0
2024-02-01 19:32:34,81716.91,Online Payment,GBP,19,Teacher,247506.72,1396.14,36,1,China,Nigeria,0,1,0,0
2024-04-21 04:55:25,5536.7,Online Payment,USD,53,Doctor,442786.9,33272.6,47,16,UK,Germany,1,1,0,0
2024-08-06 19:34:50,20008.38,Wire Transfer,USD,73,Lawyer,86243.38,10815.18,76,5,Germany,Nigeria,1,0,0,0
2024-05-06 16:54:46,69594.88,Cash Deposit,GBP,57,Teacher,421357.19,46844.39,97,26,UK,USA,1,0,1,0
2024-10-20 03:32:14,18769.58,Cash Deposit,GBP,54,Teacher,207429.45,834.23,14,7,Nigeria,USA,0,1,1,0
2024-09-04 16:36:29,97117.73,Cash Deposit,USD,19,Doctor,490461.43,1618.69,40,15,UK,UK,0,0,0,0
2024-08-05 21:36:14,88350.09,Wire Transfer,NGN,67,Doctor,936117.84,2697.39,26,8,Germany,China,0,0,0,0
2024-02-06 11:01:18,47455.18,Withdrawal,EUR,54,Engineer,405631.72,26541.33,21,6,Nigeria,UK,1,1,1,0
2024-07-02 17:24:57,78979.09,Cash Deposit,USD,43,Business Owner,981062.3,42947.04,90,8,USA,China,1,0,1,0
2024-04-21 07:42:10,13653.76,Cash Deposit,GBP,33,Engineer,616042.65,33643.31,67,25,China,China,0,0,1,0
2024-10-18 12:23:53,20645.21,Wire Transfer,EUR,62,Doctor,193677.07,30485.33,94,12,UK,Germany,1,1,0,0
2024-06-19 23:29:08,83590.02,Wire Transfer,EUR,34,Doctor,39013.51,25453.49,75,22,China,Germany,1,1,0,0
2024-09-20 18:17:13,38390.19,Cash Deposit,USD,25,Doctor,889278.01,31054.89,9,6,Germany,Nigeria,0,1,0,0
2024-07-21 14:57:20,36925.34,Wire Transfer,NGN,34,Teacher,210967.03,45635.57,7,1,USA,UK,1,1,1,0
2024-09-03 23:45:58,53962.69,Cash Deposit,GBP,66,Doctor,345292.81,42890.09,81,21,China,UK,1,1,1,0
2024-08-19 08:35:43,72651.71,Online Payment,GBP,57,Lawyer,845337.48,16191.94,68,22,Germany,UK,1,1,1,0
2024-03-12 17:16:05,90748.57,Online Payment,NGN,57,Engineer,201897.16,567.89,42,5,UK,Nigeria,0,0,0,0
2024-10-05 19:56:31,76371.72,Wire Transfer,GBP,29,Doctor,540933,41260.38,51,29,China,UK,1,0,1,0
2024-02-12 07:27:30,99948.42,Withdrawal,USD,50,Lawyer,155329.46,5026.35,40,15,China,UK,0,1,0,0
2024-06-27 19:18:24,19214.59,Cash Deposit,USD,51,Engineer,445624.59,17998.58,100,28,UK,USA,1,0,0,0
2024-05-11 02:12:17,38119.48,Cash Deposit,EUR,63,Engineer,83392.84,11083.37,30,29,USA,China,1,1,0,0
2024-04-29 01:07:17,5170.42,Cash Deposit,NGN,23,Business Owner,496380.64,27493.61,41,29,China,Nigeria,1,0,1,1
2024-10-09 05:17:35,75401.62,Withdrawal,NGN,35,Doctor,843373.32,4472.37,34,16,Nigeria,China,1,0,1,0
2024-08-24 14:39:56,40763.67,Withdrawal,NGN,72,Teacher,292073.41,24358.77,97,25,UK,China,0,1,1,0
2024-03-11 16:17:20,95632.53,Cash Deposit,EUR,36,Teacher,53540.45,6986.17,98,10,Nigeria,Nigeria,0,0,1,0
2024-10-01 00:30:11,79829.15,Cash Deposit,USD,48,Lawyer,822711.17,38300.46,67,13,USA,Germany,0,0,1,0
2024-10-16 23:10:53,88602.21,Cash Deposit,GBP,23,Doctor,488039.24,26948.53,75,6,UK,UK,0,1,1,1
2024-06-04 01:24:34,67944.05,Wire Transfer,EUR,34,Doctor,704279.87,35354.63,33,21,China,Germany,0,1,0,0
2024-06-24 16:43:42,49722.28,Cash Deposit,USD,30,Lawyer,472419.64,39359.97,8,24,China,China,0,1,1,0
2024-07-23 02:48:24,25859.46,Wire Transfer,GBP,62,Engineer,892906.57,27640.89,53,24,UK,China,0,0,0,0
2024-05-21 20:46:30,95100.15,Withdrawal,GBP,42,Engineer,803554.51,49077.51,43,21,USA,Nigeria,0,0,0,0
2024-01-29 13:29:24,54414.35,Online Payment,GBP,45,Business Owner,227335.49,33656.01,89,17,UK,Nigeria,1,0,1,0
2024-10-06 19:38:41,24386.94,Online Payment,GBP,39,Business Owner,621223.8,39190.04,57,16,Germany,Germany,0,0,0,0
2024-10-03 17:41:53,82025.27,Cash Deposit,EUR,65,Engineer,231734.15,38326.25,4,19,USA,UK,0,1,1,0
2024-02-01 22:19:32,51767.03,Online Payment,NGN,74,Lawyer,440157.77,32114.33,98,29,USA,UK,0,0,0,0
2024-06-24 08:51:37,61647.13,Wire Transfer,EUR,50,Business Owner,614363.38,49769.68,63,23,Nigeria,USA,0,1,0,0
2024-03-04 01:31:26,14679.44,Cash Deposit,GBP,55,Doctor,526814.01,9489.96,55,3,Germany,China,1,0,0,0
2024-02-29 12:20:07,41045.58,Withdrawal,NGN,42,Doctor,700750.47,49672.59,72,28,China,Germany,0,0,0,0
2024-08-16 21:27:05,56334.57,Withdrawal,EUR,40,Teacher,509040.97,37772.55,27,24,Germany,Nigeria,1,0,0,0
2024-05-05 16:29:40,5194.91,Withdrawal,USD,26,Business Owner,704176.15,2765.64,60,7,Germany,UK,0,0,0,0
2024-08-11 01:59:16,57894.18,Online Payment,GBP,31,Business Owner,685857.31,25375.66,92,11,Germany,Germany,0,1,0,0
2024-08-24 04:48:45,46458.16,Wire Transfer,GBP,41,Engineer,79609.47,1996.75,83,12,UK,Nigeria,1,0,0,0
2024-08-19 11:32:20,74046.07,Cash Deposit,GBP,60,Doctor,688226.09,33534.63,6,9,Germany,USA,1,0,0,0
2024-05-17 11:26:48,65193.82,Withdrawal,NGN,64,Lawyer,737103.22,18566.86,42,19,Nigeria,Germany,1,1,1,0
2024-08-09 18:54:54,92371.54,Cash Deposit,EUR,54,Lawyer,878306.4,9852.38,4,17,China,USA,1,0,1,0
2024-06-16 03:25:59,11740.81,Cash Deposit,NGN,59,Lawyer,59119.69,6786.75,87,13,UK,USA,1,0,1,0
2024-07-21 14:19:37,96230.22,Cash Deposit,GBP,32,Engineer,117700.83,49456.59,50,21,UK,Nigeria,1,1,1,0
2024-04-14 19:02:23,91251.63,Withdrawal,EUR,67,Teacher,926590.7,13479.63,35,29,Germany,UK,0,0,0,0
2024-09-20 14:32:38,25336.89,Wire Transfer,USD,33,Teacher,242328.34,19743.11,48,24,USA,Germany,0,1,0,0
2024-05-01 11:21:27,20771.84,Online Payment,GBP,50,Doctor,217669.47,43322.73,16,1,China,USA,0,0,0,0
2024-08-18 08:05:42,20083.01,Online Payment,NGN,67,Doctor,784249.84,11952.58,23,10,Nigeria,USA,0,0,1,0
2024-09-21 06:52:48,52878.97,Withdrawal,GBP,57,Teacher,499780.47,39982.4,16,10,Germany,Germany,0,1,1,0
2024-05-09 07:30:08,13474.09,Wire Transfer,EUR,64,Doctor,845879.25,46284.09,50,12,USA,USA,0,1,1,0
2024-08-08 19:46:26,88570.91,Online Payment,NGN,68,Lawyer,589056.52,44686.59,69,6,UK,Nigeria,0,1,1,0
2024-08-13 03:34:59,12868.45,Wire Transfer,USD,54,Business Owner,171220.17,30300.69,47,9,UK,UK,0,0,0,0
2024-10-14 15:35:58,24862.31,Wire Transfer,USD,73,Teacher,595130.78,24581.61,80,17,China,Nigeria,1,0,1,0
2024-04-18 19:42:35,45930.04,Withdrawal,NGN,55,Engineer,11560.02,21960.72,64,13,Germany,China,1,1,0,1
2024-03-03 18:48:11,75358.85,Cash Deposit,GBP,63,Teacher,64712.33,23317.15,25,9,Nigeria,USA,0,1,1,0
2024-04-01 19:21:09,26547.47,Cash Deposit,USD,61,Lawyer,365072.07,23005.5,76,8,Germany,China,1,1,1,0
2024-04-29 05:20:16,17801.54,Wire Transfer,NGN,22,Business Owner,456905.53,12461.62,11,9,China,UK,1,0,0,1
2024-02-14 23:25:28,23035.64,Withdrawal,NGN,21,Lawyer,610266.25,21406.57,99,9,Nigeria,UK,1,1,1,0
2024-04-03 05:26:52,93827.26,Online Payment,GBP,68,Doctor,907948.79,30685.26,73,27,UK,China,1,1,0,0
2024-05-14 03:43:47,38538.42,Cash Deposit,NGN,67,Doctor,107548.53,27523.29,70,22,China,UK,1,1,1,0
2024-06-25 11:40:07,66305.37,Withdrawal,GBP,20,Doctor,895225.37,2109.6,27,2,Nigeria,UK,0,0,0,0
2024-01-13 14:28:37,57551.33,Wire Transfer,GBP,37,Business Owner,178256.28,43164.58,79,16,Germany,China,0,0,0,0
2024-07-15 03:48:08,63152.52,Withdrawal,GBP,68,Engineer,531825.67,38276.6,42,14,USA,Germany,0,1,1,0
2024-05-02 18:21:57,47480.08,Online Payment,EUR,53,Engineer,226643.95,24419.33,29,3,China,UK,1,1,0,1
2024-07-21 19:32:09,4840.07,Cash Deposit,GBP,44,Lawyer,76587.91,41222.29,15,28,UK,China,0,0,0,0
2024-09-13 15:45:41,78293.9,Online Payment,NGN,48,Engineer,740240.12,23034.14,15,13,China,Nigeria,0,0,0,0
2024-01-09 14:51:02,97745.48,Wire Transfer,GBP,39,Teacher,510458.33,49519.19,40,16,USA,USA,1,0,1,0
2024-03-17 02:37:51,2056.78,Cash Deposit,USD,64,Lawyer,716072.38,20180.98,55,27,China,Nigeria,0,1,0,0
2024-07-23 23:59:18,65660.4,Online Payment,USD,71,Engineer,162594.37,24595.2,48,9,Nigeria,Germany,1,0,1,0
2024-09-30 08:24:46,1023.24,Withdrawal,USD,49,Business Owner,259633.34,32700.88,29,17,UK,Nigeria,0,1,1,0
2024-10-17 21:45:26,79007.43,Cash Deposit,GBP,42,Lawyer,72963.27,6865.53,60,1,USA,UK,1,1,1,0
2024-06-30 21:44:29,46833.52,Withdrawal,EUR,54,Doctor,268662.12,33746.06,53,16,Germany,Nigeria,1,1,1,0
2024-05-07 16:40:23,68754.9,Online Payment,GBP,37,Business Owner,474717.61,48540.52,54,15,UK,USA,0,1,0,0
2024-03-19 11:18:20,39405.99,Wire Transfer,GBP,18,Doctor,122274.13,14078.27,59,15,USA,China,0,0,1,1
2024-01-16 06:36:49,13975.48,Online Payment,NGN,74,Lawyer,4430.04,13350.67,47,24,Germany,USA,1,1,1,1
2024-04-20 07:11:34,37878.07,Withdrawal,USD,55,Lawyer,100980.34,1941.39,21,11,Germany,China,0,0,0,0
2024-01-05 04:42:15,94512.74,Withdrawal,USD,75,Doctor,412388.25,46368.28,59,17,China,UK,0,0,0,0
2024-07-06 22:45:22,55584.62,Cash Deposit,GBP,43,Lawyer,329062.54,18486.61,85,6,Germany,UK,1,1,1,0
2024-04-23 09:55:20,41912.88,Withdrawal,NGN,64,Business Owner,985367.3,20459.83,88,6,UK,UK,1,1,0,0
2024-04-20 02:47:37,61200.71,Online Payment,EUR,37,Lawyer,492134.84,22097.3,96,15,Nigeria,China,0,1,1,0
2024-06-04 21:26:33,9969.61,Withdrawal,NGN,55,Teacher,54214.29,45446.7,8,17,UK,China,0,0,1,0
2024-01-07 15:01:56,69674.38,Wire Transfer,USD,52,Business Owner,158375.59,19037.85,30,5,Germany,Germany,0,1,0,0
2024-04-10 14:34:23,27969.25,Online Payment,USD,23,Business Owner,258153.96,32681.77,33,29,USA,USA,0,1,1,1
2024-01-07 16:42:38,29036.95,Online Payment,USD,65,Engineer,243598.8,34912.03,63,14,Germany,Germany,1,0,0,0
2024-06-28 22:00:06,99406.5,Cash Deposit,USD,59,Doctor,342968.01,30814.69,73,18,China,Germany,1,0,1,0
2024-05-05 16:25:11,37089.59,Online Payment,EUR,53,Business Owner,710475.58,22336.61,64,14,UK,Germany,1,1,1,0
2024-08-03 01:08:42,65681.22,Online Payment,NGN,43,Doctor,163092.78,25461.77,10,25,UK,China,1,0,0,0
2024-07-02 03:22:10,4464.74,Online Payment,EUR,27,Engineer,256109.61,48022.03,7,8,UK,USA,0,1,1,0
2024-02-06 00:15:41,45535.68,Online Payment,EUR,42,Teacher,588347.26,24482.45,32,30,Germany,Nigeria,1,1,0,1
2024-04-28 17:25:17,23610.71,Wire Transfer,GBP,74,Lawyer,484732.8,23259.84,42,2,Germany,USA,1,0,0,0
2024-10-08 12:39:41,26478.07,Wire Transfer,USD,41,Doctor,63036.33,10740.95,2,6,UK,UK,0,0,0,0
2024-05-27 16:52:40,57432.29,Wire Transfer,GBP,67,Business Owner,258205.7,30470.29,6,14,UK,Nigeria,0,0,1,0
2024-08-26 17:57:26,26642.38,Cash Deposit,USD,43,Lawyer,593910.22,32187.65,42,9,UK,UK,1,0,1,0
2024-07-08 11:27:37,29864.86,Cash Deposit,NGN,39,Engineer,254868.16,33965.24,10,11,UK,Germany,0,0,1,0
2024-02-10 15:17:48,25230.96,Online Payment,NGN,37,Lawyer,100247.78,3809.67,46,3,Nigeria,USA,1,0,1,0
2024-01-03 11:04:57,84948.82,Withdrawal,EUR,31,Teacher,488441.31,48167.64,49,20,Germany,Germany,0,0,1,0
2024-01-07 12:40:24,42795.36,Cash Deposit,NGN,23,Lawyer,222328.59,42398.7,49,2,USA,UK,1,0,0,0
2024-01-19 13:28:03,47093.18,Online Payment,GBP,66,Teacher,908579.15,22417.96,18,20,UK,UK,0,1,0,0
2024-03-14 16:53:04,3396.11,Wire Transfer,USD,55,Business Owner,442216.86,40155.52,93,12,UK,Nigeria,1,0,1,0
2024-08-11 12:35:41,28099.19,Cash Deposit,EUR,40,Engineer,387204.7,23143.43,56,27,China,China,0,1,1,0
2024-01-26 19:47:08,15134.65,Online Payment,GBP,27,Engineer,121509.15,4917.95,85,23,China,China,1,0,0,0
2024-09-22 12:54:52,20361.93,Cash Deposit,USD,44,Lawyer,206558.16,14715.03,88,8,China,Nigeria,0,1,1,0
2024-01-04 19:14:24,52993.5,Wire Transfer,NGN,61,Lawyer,231477.86,2703.27,10,16,Nigeria,UK,0,0,1,0
2024-03-22 07:01:38,34078.08,Withdrawal,NGN,30,Teacher,171163.93,28171.3,20,16,USA,USA,0,1,0,0
2024-10-18 09:06:33,10859.23,Withdrawal,USD,51,Teacher,12156.01,32965.52,92,14,China,USA,1,0,1,0
2024-10-09 21:46:40,33502.47,Wire Transfer,NGN,54,Teacher,920322.67,47315.27,11,27,Nigeria,UK,1,0,1,0
2024-07-02 18:12:11,68844.07,Withdrawal,USD,73,Business Owner,56316.49,33115.95,68,15,Germany,USA,1,1,1,0
2024-08-28 09:14:35,54268.52,Withdrawal,NGN,65,Doctor,369498.61,43597.25,48,1,China,Nigeria,1,0,1,0
2024-02-09 07:12:18,72051.21,Online Payment,NGN,36,Teacher,343501.63,9265.84,32,12,China,China,1,1,0,0
2024-08-07 14:41:27,91163.47,Withdrawal,NGN,63,Doctor,215523.33,22203.01,9,7,USA,China,0,0,0,0
2024-01-04 17:06:09,74609.3,Withdrawal,EUR,21,Doctor,656811.03,38587,14,12,Germany,Germany,1,1,1,1
2024-05-14 14:15:55,97205.05,Cash Deposit,GBP,75,Lawyer,784679.91,26267.12,13,21,China,Nigeria,1,1,0,1
2024-08-15 06:40:17,3692.99,Wire Transfer,GBP,74,Doctor,70077.02,2476.97,32,6,UK,Nigeria,1,1,1,0
2024-05-09 17:38:40,49386.8,Withdrawal,EUR,21,Business Owner,679350.04,37939.45,30,26,USA,Germany,1,1,0,1
2024-10-23 19:45:04,46603.68,Cash Deposit,GBP,43,Lawyer,423965.79,15476.03,91,22,USA,USA,1,1,0,0
2024-03-13 12:10:19,99094.29,Online Payment,EUR,42,Engineer,61915.49,1280.5,27,6,USA,Nigeria,0,1,1,0
2024-01-14 08:12:50,9797.16,Online Payment,USD,47,Business Owner,944633.26,20060.22,69,2,China,USA,0,1,0,0
2024-05-08 14:39:54,72139.35,Cash Deposit,EUR,66,Teacher,541810.29,10522.15,36,3,USA,Nigeria,1,0,0,0
2024-03-16 16:03:15,4209.81,Withdrawal,EUR,26,Business Owner,13405.45,42711.09,44,3,Germany,UK,1,1,1,0
2024-05-04 08:51:43,34485.28,Cash Deposit,USD,68,Doctor,243513.78,34627.3,37,28,UK,USA,1,0,1,0
2024-06-07 13:09:51,15248.36,Cash Deposit,EUR,27,Teacher,534715.69,37856.59,75,3,Germany,USA,1,1,0,0
2024-10-10 19:58:28,84417.16,Online Payment,USD,46,Teacher,486709.84,33284.18,54,4,Germany,Germany,0,0,1,0
2024-08-05 13:34:03,38408.46,Cash Deposit,NGN,38,Engineer,304050.68,43152.84,82,6,USA,Germany,1,0,0,0
2024-01-22 10:25:55,61643.49,Cash Deposit,GBP,68,Doctor,132059.99,22924.81,58,25,UK,UK,0,1,1,0
2024-01-30 13:23:28,76461.14,Cash Deposit,NGN,59,Lawyer,509274.39,824.69,47,18,USA,USA,1,1,0,0
2024-07-06 01:42:16,55768.62,Wire Transfer,EUR,29,Doctor,658432.95,10103.68,1,8,Nigeria,USA,1,0,0,0
2024-10-19 02:51:30,72740.39,Online Payment,USD,31,Engineer,656792.82,48230.35,40,30,Germany,USA,0,1,1,0
2024-09-12 08:33:38,52873.06,Wire Transfer,EUR,59,Doctor,900978.96,5643.78,26,15,UK,China,1,0,1,0
2024-07-15 13:06:30,60535.79,Withdrawal,GBP,55,Engineer,286508.19,13620.99,89,11,Nigeria,Germany,1,1,1,0
2024-03-17 12:46:35,61811.11,Online Payment,USD,29,Business Owner,533496.71,3838.73,5,13,UK,UK,0,0,0,0
2024-09-18 07:04:48,96321.32,Cash Deposit,USD,29,Business Owner,839497.88,2715.48,89,21,China,China,1,1,0,0
2024-01-21 22:20:36,24378.67,Cash Deposit,GBP,71,Doctor,212376.01,28443.4,24,20,USA,China,1,1,0,0
2024-06-13 06:29:41,9569.23,Cash Deposit,NGN,37,Doctor,103923.44,33121.34,26,24,USA,Germany,1,1,1,0
2024-02-05 03:36:14,5699.7,Withdrawal,EUR,18,Lawyer,309838.03,11584.93,45,26,USA,UK,1,0,1,0
2024-09-10 17:55:28,43700.73,Withdrawal,GBP,29,Teacher,766283.99,11799.85,81,23,China,Nigeria,0,1,1,0
2024-05-14 07:25:40,98395.54,Online Payment,NGN,32,Teacher,52803.73,49787.38,18,5,China,UK,1,1,0,0
2024-05-03 08:26:51,58433.55,Wire Transfer,NGN,34,Doctor,223409.79,37332.57,63,5,UK,Nigeria,0,1,0,0
2024-06-17 14:55:51,35918.32,Cash Deposit,USD,32,Doctor,527068.32,5593.72,12,7,China,Germany,1,0,1,0
2024-01-31 14:43:08,72234.3,Online Payment,NGN,63,Lawyer,589427.59,2975.27,55,5,UK,UK,1,1,1,0
2024-08-19 21:27:30,72568.81,Online Payment,NGN,21,Business Owner,838800.71,24917.73,58,14,China,Nigeria,0,0,1,0
2024-07-13 01:10:02,70565.31,Cash Deposit,NGN,56,Engineer,774445.05,35593.56,12,29,USA,Germany,1,0,1,0
2024-01-22 12:15:48,44310.32,Wire Transfer,EUR,23,Lawyer,355102.55,15243.28,90,6,UK,Germany,1,0,1,0
2024-03-23 12:59:29,25438.18,Cash Deposit,GBP,33,Engineer,612873.22,34196.82,24,29,USA,Nigeria,1,0,0,0
2024-02-19 04:49:42,33803.81,Withdrawal,NGN,28,Doctor,634157.81,31545.16,84,6,Germany,Nigeria,0,0,0,0
2024-03-08 23:32:38,34197.12,Online Payment,USD,58,Business Owner,138294.52,41252.64,62,25,UK,China,0,0,1,0
2024-07-22 18:00:16,33218.16,Withdrawal,NGN,31,Teacher,753817,49977.48,53,9,Germany,China,0,0,0,0
2024-04-10 09:08:06,70434.73,Cash Deposit,EUR,35,Business Owner,939023.4,35330.16,41,18,USA,UK,0,1,1,0
2024-03-16 22:13:12,21240.82,Cash Deposit,NGN,36,Teacher,992349.72,5850.81,76,2,USA,China,1,1,0,0
2024-07-31 20:35:55,93873.27,Wire Transfer,USD,19,Business Owner,259803.16,39198.8,70,15,USA,Germany,0,0,0,1
2024-07-10 01:18:35,20277.79,Cash Deposit,GBP,60,Lawyer,397447.99,43203.52,26,26,China,USA,1,0,1,0
2024-07-28 13:39:30,2454.99,Withdrawal,GBP,61,Doctor,30963.49,37244.49,1,13,Germany,USA,1,1,0,0
2024-06-01 11:40:30,97552.43,Withdrawal,USD,25,Business Owner,722340.46,14987.21,26,29,UK,UK,0,1,1,0
2024-01-25 01:18:24,63292.87,Cash Deposit,EUR,41,Teacher,635317.94,19735.26,40,22,USA,China,0,0,0,1
2024-07-23 00:08:24,72898.83,Cash Deposit,USD,31,Engineer,327858.2,49135.22,69,6,Germany,Germany,0,0,0,0
2024-06-18 20:22:53,46929.43,Online Payment,USD,69,Teacher,726092.01,3277.23,10,9,USA,Germany,1,1,0,1
2024-09-24 13:45:32,55448.02,Cash Deposit,USD,48,Business Owner,683126.25,36521.93,33,20,USA,Nigeria,1,0,0,0
2024-03-22 10:43:20,29671.6,Wire Transfer,EUR,64,Doctor,228483.85,9435.62,8,10,UK,UK,1,0,0,0
2024-09-29 15:56:20,58161.4,Wire Transfer,EUR,72,Teacher,102985.64,35008.71,6,18,Germany,UK,1,0,0,0
2024-07-02 20:24:25,18078.39,Withdrawal,GBP,74,Business Owner,171034.57,31510.53,16,8,China,USA,0,1,0,0
2024-10-07 13:48:02,88728.85,Cash Deposit,NGN,58,Lawyer,888176.81,37875.4,74,18,Germany,Nigeria,1,0,0,0
2024-05-09 14:17:15,2174.73,Wire Transfer,GBP,31,Doctor,528353.3,35372.69,67,10,Nigeria,China,0,0,0,0
2024-09-18 23:01:08,61957.63,Withdrawal,NGN,55,Engineer,608622.17,24067.57,45,24,Germany,USA,1,0,0,0
2024-06-20 15:00:03,79397.21,Cash Deposit,USD,45,Engineer,360268.95,7807.31,67,24,Nigeria,UK,0,1,0,0
2024-08-05 19:28:51,62652.31,Cash Deposit,EUR,56,Teacher,604222.93,21371.36,72,1,USA,UK,0,1,0,0
2024-09-28 18:36:56,97435.53,Wire Transfer,GBP,35,Doctor,110544.26,9393.62,1,18,Nigeria,Nigeria,0,1,1,0
2024-02-19 17:35:05,58420.11,Online Payment,GBP,35,Doctor,287055.41,15873.92,30,11,UK,Nigeria,0,0,1,0
2024-09-20 06:02:53,28235.98,Withdrawal,GBP,30,Lawyer,847517.75,4942.47,25,24,USA,UK,0,0,0,0
2024-06-24 07:55:00,21608.83,Wire Transfer,EUR,24,Doctor,657732.54,49896.58,6,16,China,USA,0,0,1,0
2024-01-09 00:16:37,40525.21,Cash Deposit,GBP,34,Lawyer,975055.24,12743.95,3,3,UK,UK,1,0,1,0
2024-06-02 20:34:51,19584.04,Online Payment,NGN,69,Doctor,677920.58,6970.27,64,6,UK,USA,0,1,1,0
2024-03-14 09:23:31,6439.28,Online Payment,NGN,43,Teacher,747425.54,31904.55,16,30,Germany,UK,1,1,0,0
2024-04-26 06:13:01,66417.8,Online Payment,EUR,64,Lawyer,612779.31,141.86,73,11,China,Nigeria,0,0,0,0
2024-04-24 10:48:13,88437.84,Cash Deposit,EUR,19,Doctor,758980.13,6361.76,53,2,UK,China,0,0,0,0
2024-02-01 20:22:38,22953.79,Withdrawal,NGN,21,Teacher,649240.07,25042.01,66,26,China,USA,0,1,0,0
2024-05-29 16:29:20,18922.06,Withdrawal,USD,21,Lawyer,973596.81,10975.86,82,8,Germany,Nigeria,1,1,1,0
2024-10-27 14:40:07,18900.93,Withdrawal,USD,63,Doctor,873399.43,12119.28,25,12,China,China,1,0,1,0
2024-09-29 23:53:24,68108.03,Wire Transfer,USD,50,Teacher,432125.88,7398.54,13,10,UK,Nigeria,0,1,1,0
2024-07-25 10:18:30,24578.7,Online Payment,GBP,42,Doctor,345013.88,49696.16,23,28,UK,UK,1,0,1,0
2024-09-17 10:55:56,12737.36,Online Payment,EUR,28,Business Owner,215330.46,24883.65,40,15,Nigeria,Nigeria,0,0,0,0
2024-01-30 18:42:33,53654.94,Online Payment,NGN,70,Engineer,287235.25,3852.14,20,8,Nigeria,UK,0,0,1,0
2024-02-25 10:07:06,5800.53,Cash Deposit,EUR,35,Teacher,767547.69,22170.63,19,11,China,China,0,0,1,0
2024-03-07 19:47:16,51592.85,Online Payment,GBP,64,Teacher,409214.59,17439.37,88,9,UK,Nigeria,0,0,1,0
2024-02-17 01:22:13,12909.1,Withdrawal,USD,74,Business Owner,299466.31,1724.86,6,3,Nigeria,UK,1,0,1,0
2024-04-26 16:31:08,22908.89,Online Payment,USD,22,Doctor,31282.96,14870.3,11,3,China,China,1,0,0,0
2024-01-28 05:51:04,68559.51,Withdrawal,USD,66,Engineer,548159.46,49375.46,23,12,Nigeria,Germany,0,0,0,0
2024-01-26 10:36:56,81602.29,Cash Deposit,GBP,24,Lawyer,288778.77,48817.73,26,12,Germany,Germany,1,0,1,0
2024-08-27 17:06:07,28948.51,Wire Transfer,USD,64,Teacher,34676.79,34274.27,88,30,China,Germany,1,0,0,0
2024-08-08 11:17:18,37738.36,Withdrawal,EUR,59,Business Owner,353741.31,41687.15,61,5,UK,China,1,0,1,0
2024-03-27 23:53:48,35688.69,Wire Transfer,NGN,73,Teacher,167224.82,25661.76,79,24,Germany,Germany,1,0,0,0
2024-09-29 09:28:35,96786.79,Cash Deposit,EUR,68,Doctor,760027.03,26504.56,21,29,UK,China,0,1,0,0
2024-07-02 18:13:19,41954.22,Wire Transfer,NGN,49,Lawyer,468363.67,14405.95,19,6,Nigeria,UK,0,0,1,0
2024-03-16 14:21:47,28895.77,Withdrawal,USD,23,Engineer,383659.39,21231.1,18,24,Germany,USA,0,1,0,0
2024-05-06 10:20:25,90657.8,Cash Deposit,NGN,44,Business Owner,42389.48,17432.37,71,11,UK,Germany,0,0,1,0
2024-03-05 14:52:18,33534.39,Cash Deposit,GBP,19,Business Owner,433758.83,22641.8,57,14,UK,UK,1,1,1,0
2024-07-31 09:21:13,48494.22,Online Payment,USD,26,Lawyer,730990.85,26940.46,92,1,Germany,USA,0,1,1,0
2024-04-08 15:11:20,39549.72,Cash Deposit,GBP,41,Lawyer,389230.77,44055.57,40,6,UK,UK,1,0,1,1
2024-06-09 08:36:53,45302.97,Cash Deposit,USD,64,Teacher,31016.44,111.61,35,15,China,Germany,0,1,0,1
2024-10-03 11:47:54,98486.24,Online Payment,NGN,41,Doctor,420826.06,16897.06,34,7,China,USA,1,1,0,0
2024-06-30 05:46:47,90680.55,Cash Deposit,USD,23,Lawyer,986141.73,39187.4,4,24,Nigeria,USA,1,0,0,0
2024-09-02 03:59:37,92577.83,Withdrawal,USD,35,Doctor,102752.99,20485.03,26,17,Nigeria,USA,0,1,0,0
2024-08-19 06:16:06,38638.17,Online Payment,GBP,54,Engineer,183247.77,12954.11,77,27,UK,UK,1,1,0,0
2024-08-26 22:52:42,74104.08,Wire Transfer,NGN,40,Teacher,189013.53,1864.14,84,15,USA,Nigeria,1,0,1,0
2024-03-20 00:14:58,91259.13,Withdrawal,GBP,37,Doctor,176132.01,26790.42,37,11,USA,China,0,0,0,0
